word,synonym
Paget's_disease,osteitis_deformans
periarteritis_nodosa,polyarteritis_nodosa
periodontal_disease,periodontitis
pyorrhea,pyorrhoea
pyorrhea,pyorrhea_alveolaris
pyorrhea,Riggs'_disease
seizure,ictus
seizure,raptus
touch,spot
stroke,apoplexy
stroke,cerebrovascular_accident
stroke,CVA
paroxysm,fit
paroxysm,convulsion
grand_mal,generalized_seizure
grand_mal,epilepsia_major
petit_mal,epilepsia_minor
mental_disorder,mental_disturbance
mental_disorder,disturbance
mental_disorder,psychological_disorder
mental_disorder,folie
alkaptonuria,alcaptonuria
nervous_disorder,neurological_disorder
nervous_disorder,neurological_disease
akinesis,akinesia
brain_disorder,encephalopathy
brain_disorder,brain_disease
cystoplegia,cystoparalysis
cortical_epilepsy,focal_epilepsy
grand_mal_epilepsy,grand_mal
grand_mal_epilepsy,generalized_epilepsy
grand_mal_epilepsy,epilepsia_major
myoclonus_epilepsy,Lafora's_disease
petit_mal_epilepsy,petit_mal
petit_mal_epilepsy,epilepsia_minor
absence,absence_seizure
pure_absence,simple_absence
posttraumatic_epilepsy,traumatic_epilepsy
progressive_vaccinia,vaccinia_gangrenosa
psychomotor_epilepsy,temporal_lobe_epilepsy
Erb's_palsy,Erb-Duchenne_paralysis
ataxia,ataxy
ataxia,dyssynergia
ataxia,motor_ataxia
Friedreich's_ataxia,herediatry_spinal_ataxia
atopognosia,atopognosis
brachydactyly,brachydactylia
cryptorchidy,cryptorchidism
cryptorchidy,cryptorchism
monorchism,monorchidism
fetal_distress,foetal_distress
multiple_sclerosis,MS
multiple_sclerosis,disseminated_sclerosis
multiple_sclerosis,disseminated_multiple_sclerosis
paralysis_agitans,Parkinsonism
paralysis_agitans,Parkinson's_disease
paralysis_agitans,Parkinson's_syndrome
paralysis_agitans,Parkinson's
paralysis_agitans,shaking_palsy
cerebral_palsy,spastic_paralysis
Sydenham's_chorea,Saint_Vitus_dance
Sydenham's_chorea,St._Vitus_dance
agraphia,anorthography
agraphia,logagraphia
auditory_aphasia,acoustic_aphasia
auditory_aphasia,word_deafness
conduction_aphasia,associative_aphasia
global_aphasia,total_aphasia
motor_aphasia,Broca's_aphasia
motor_aphasia,ataxic_aphasia
motor_aphasia,expressive_aphasia
motor_aphasia,nonfluent_aphasia
nominal_aphasia,anomic_aphasia
nominal_aphasia,anomia
nominal_aphasia,amnesic_aphasia
nominal_aphasia,amnestic_aphasia
visual_aphasia,alexia
visual_aphasia,word_blindness
Wernicke's_aphasia,fluent_aphasia
Wernicke's_aphasia,receptive_aphasia
Wernicke's_aphasia,sensory_aphasia
Wernicke's_aphasia,impressive_aphasia
Creutzfeldt-Jakob_disease,CJD
Creutzfeldt-Jakob_disease,Jakob-Creutzfeldt_disease
air_embolism,aeroembolism
air_embolism,gas_embolism
coronary_thrombosis,coronary
milk_leg,white_leg
milk_leg,phlegmasia_alba_dolens
hepatomegaly,megalohepatia
heart_disease,cardiopathy
high_blood_pressure,hypertension
transposition,heterotaxy
orthostatic_hypotension,postural_hypotension
essential_hypertension,hyperpiesia
essential_hypertension,hyperpiesis
amyotrophia,amyotrophy
amyotrophic_lateral_sclerosis,ALS
amyotrophic_lateral_sclerosis,Lou_Gehrig's_disease
aneurysm,aneurism
abdominal_aortic_aneurysm,AAA
stenosis,stricture
angina_pectoris,angina
arteriosclerosis,arterial_sclerosis
arteriosclerosis,hardening_of_the_arteries
arteriosclerosis,induration_of_the_arteries
arteriosclerosis,coronary-artery_disease
atherosclerosis,coronary_artery_disease
bacteremia,bacteriemia
bacteremia,bacteriaemia
sclerosis,induration
cardiac_arrhythmia,arrhythmia
cardiomyopathy,myocardiopathy
gallop_rhythm,cantering_rhythm
mitral_stenosis,mitral_valve_stenosis
heart_failure,coronary_failure
myocardial_infarction,myocardial_infarct
myocardial_infarction,MI
kidney_disease,renal_disorder
kidney_disease,nephropathy
kidney_disease,nephrosis
coronary_insufficiency,cardiac_insufficiency
nephritis,Bright's_disease
nephrosclerosis,nephroangiosclerosis
polycystic_kidney_disease,PKD
renal_failure,kidney_failure
acute_renal_failure,acute_kidney_failure
chronic_renal_failure,chronic_kidney_failure
nephrolithiasis,renal_lithiasis
cirrhosis,cirrhosis_of_the_liver
Addison's_disease,Addison's_syndrome
Addison's_disease,hypoadrenalism
Addison's_disease,hypoadrenocorticism
aldosteronism,hyperaldosteronism
Cushing's_disease,hyperadrenalism
Cushing's_syndrome,hyperadrenocorticism
diabetes_mellitus,DM
type_I_diabetes,insulin-dependent_diabetes_mellitus
type_I_diabetes,IDDM
type_I_diabetes,juvenile-onset_diabetes
type_I_diabetes,juvenile_diabetes
type_I_diabetes,growth-onset_diabetes
type_I_diabetes,ketosis-prone_diabetes
type_I_diabetes,ketoacidosis-prone_diabetes
type_I_diabetes,autoimmune_diabetes
type_II_diabetes,non-insulin-dependent_diabetes_mellitus
type_II_diabetes,NIDDM
type_II_diabetes,non-insulin-dependent_diabetes
type_II_diabetes,ketosis-resistant_diabetes_mellitus
type_II_diabetes,ketosis-resistant_diabetes
type_II_diabetes,ketoacidosis-resistant_diabetes_mellitus
type_II_diabetes,ketoacidosis-resistant_diabetes
type_II_diabetes,adult-onset_diabetes_mellitus
type_II_diabetes,adult-onset_diabetes
type_II_diabetes,maturity-onset_diabetes_mellitus
type_II_diabetes,maturity-onset_diabetes
type_II_diabetes,mature-onset_diabetes
latent_diabetes,chemical_diabetes
angioedema,atrophedema
angioedema,giant_hives
angioedema,periodic_edema
angioedema,Quincke's_edema
hyperthyroidism,thyrotoxicosis
Graves'_disease,exophthalmic_goiter
myxedema,myxoedema
achondroplasia,achondroplasty
achondroplasia,osteosclerosis_congenita
achondroplasia,chondrodystrophy
contagious_disease,contagion
influenza,flu
influenza,grippe
Asian_influenza,Asiatic_flu
swine_influenza,swine_flu
measles,rubeola
measles,morbilli
German_measles,rubella
German_measles,three-day_measles
German_measles,epidemic_roseola
exanthema_subitum,roseola_infantum
exanthema_subitum,roseola_infantilis
exanthema_subitum,pseudorubella
scarlet_fever,scarlatina
smallpox,variola
smallpox,variola_major
alastrim,variola_minor
alastrim,pseudosmallpox
alastrim,pseudovariola
alastrim,milk_pox
alastrim,white_pox
alastrim,West_Indian_smallpox
alastrim,Cuban_itch
alastrim,Kaffir_pox
Vincent's_angina,Vincent's_infection
Vincent's_angina,trench_mouth
tinea,ringworm
tinea,roundworm
tinea_pedis,athlete's_foot
tinea_barbae,barber's_itch
tinea_cruris,jock_itch
tinea_cruris,eczema_marginatum
blindness,sightlessness
blindness,cecity
AIDS,acquired_immune_deficiency_syndrome
brucellosis,undulant_fever
brucellosis,Malta_fever
brucellosis,Gibraltar_fever
brucellosis,Rock_fever
brucellosis,Mediterranean_fever
severe_combined_immunodeficiency,severe_combined_immunodeficiency_disease
severe_combined_immunodeficiency,SCID
X-linked_SCID,X-SCID
cholera,Asiatic_cholera
cholera,Indian_cholera
cholera,epidemic_cholera
dengue,dengue_fever
dengue,dandy_fever
dengue,breakbone_fever
hepatitis_A,infectious_hepatitis
hepatitis_B,serum_hepatitis
hepatitis_delta,delta_hepatitis
liver_cancer,cancer_of_the_liver
oral_herpes,herpes_labialis
oral_herpes,cold_sore
oral_herpes,fever_blister
genital_herpes,herpes_genitalis
herpes_zoster,zoster
herpes_zoster,shingles
chickenpox,varicella
venereal_disease,VD
venereal_disease,venereal_infection
venereal_disease,social_disease
venereal_disease,Cupid's_itch
venereal_disease,Cupid's_disease
venereal_disease,Venus's_curse
venereal_disease,dose
venereal_disease,sexually_transmitted_disease
venereal_disease,STD
gonorrhea,gonorrhoea
gonorrhea,clap
granuloma_inguinale,granuloma_venereum
syphilis,syph
syphilis,pox
syphilis,lues_venerea
syphilis,lues
tabes_dorsalis,locomotor_ataxia
infectious_mononucleosis,mononucleosis
infectious_mononucleosis,mono
infectious_mononucleosis,glandular_fever
infectious_mononucleosis,kissing_disease
Ebola_hemorrhagic_fever,Ebola_fever
Ebola_hemorrhagic_fever,Ebola
leprosy,Hansen's_disease
necrotizing_enterocolitis,NEC
listeriosis,listeria_meningitis
lymphogranuloma_venereum,LGV
lymphogranuloma_venereum,lymphopathia_venereum
mumps,epidemic_parotitis
cerebrospinal_meningitis,epidemic_meningitis
cerebrospinal_meningitis,brain_fever
cerebrospinal_meningitis,cerebrospinal_fever
paratyphoid,paratyphoid_fever
plague,pestilence
plague,pest
plague,pestis
bubonic_plague,pestis_bubonica
bubonic_plague,glandular_plague
ambulant_plague,ambulatory_plague
ambulant_plague,pestis_ambulans
Black_Death,Black_Plague
pneumonic_plague,pulmonic_plague
pneumonic_plague,plague_pneumonia
poliomyelitis,polio
poliomyelitis,infantile_paralysis
poliomyelitis,acute_anterior_poliomyelitis
rickettsial_disease,rickettsiosis
typhus,typhus_fever
murine_typhus,rat_typhus
murine_typhus,urban_typhus
murine_typhus,endemic_typhus
Rocky_Mountain_spotted_fever,mountain_fever
Rocky_Mountain_spotted_fever,tick_fever
tsutsugamushi_disease,scrub_typhus
relapsing_fever,recurrent_fever
sweating_sickness,miliary_fever
tuberculosis,TB
tuberculosis,T.B.
pulmonary_tuberculosis,consumption
pulmonary_tuberculosis,phthisis
pulmonary_tuberculosis,wasting_disease
pulmonary_tuberculosis,white_plague
scrofula,struma
scrofula,king's_evil
typhoid,typhoid_fever
typhoid,enteric_fever
whooping_cough,pertussis
yaws,frambesia
yaws,framboesia
yellow_jack,yellow_fever
yellow_jack,black_vomit
respiratory_disease,respiratory_illness
respiratory_disease,respiratory_disorder
cold,common_cold
asthma,asthma_attack
asthma,bronchial_asthma
coccidioidomycosis,coccidiomycosis
coccidioidomycosis,valley_fever
coccidioidomycosis,desert_rheumatism
emphysema,pulmonary_emphysema
atypical_pneumonia,primary_atypical_pneumonia
atypical_pneumonia,mycoplasmal_pneumonia
bronchopneumonia,bronchial_pneumonia
pneumocytosis,pneumocystis_pneumonia
pneumocytosis,pneumocystis_carinii_pneumonia
pneumocytosis,interstitial_plasma_cell_pneumonia
psittacosis,parrot_fever
psittacosis,ornithosis
pneumoconiosis,pneumonoconiosis
anthracosis,black_lung
anthracosis,black_lung_disease
anthracosis,coal_miner's_lung
respiratory_distress_syndrome,respiratory_distress_syndrome_of_the_newborn
respiratory_distress_syndrome,hyaline_membrane_disease
genetic_disease,genetic_disorder
genetic_disease,genetic_abnormality
genetic_disease,genetic_defect
genetic_disease,congenital_disease
genetic_disease,inherited_disease
genetic_disease,inherited_disorder
genetic_disease,hereditary_disease
genetic_disease,hereditary_condition
anencephaly,anencephalia
adactylia,adactyly
adactylia,adactylism
color_blindness,colour_blindness
color_blindness,color_vision_deficiency
color_blindness,colour_vision_deficiency
diplopia,double_vision
dichromacy,dichromatism
dichromacy,dichromatopsia
dichromacy,dichromia
dichromacy,dichromasy
red-green_dichromacy,red-green_color_blindness
red-green_dichromacy,red-green_colour_blindness
deuteranopia,Daltonism
deuteranopia,green-blindness
protanopia,red-blindness
yellow-blue_dichromacy,yellow-blue_color_blindness
tetartanopia,yellow-blindness
tritanopia,blue-blindness
monochromacy,monochromatism
monochromacy,monochromatic_vision
monochromacy,monochromia
monochromacy,monochromasy
cystic_fibrosis,CF
cystic_fibrosis,fibrocystic_disease_of_the_pancreas
cystic_fibrosis,pancreatic_fibrosis
cystic_fibrosis,mucoviscidosis
Hirschsprung's_disease,congenital_megacolon
Huntington's_chorea,Huntington's_disease
Hurler's_syndrome,Hurler's_disease
Hurler's_syndrome,gargoylism
Hurler's_syndrome,dysostosis_multiplex
Hurler's_syndrome,lipochondrodystrophy
neurofibromatosis,von_Recklinghausen's_disease
clinocephaly,clinocephalism
mongolism,mongolianism
mongolism,Down's_syndrome
mongolism,Down_syndrome
mongolism,trisomy_21
maple_syrup_urine_disease,branched_chain_ketoaciduria
muscular_dystrophy,dystrophy
Duchenne's_muscular_dystrophy,pseudohypertrophic_dystrophy
autosomal_dominant_disease,autosomal_dominant_disorder
autosomal_recessive_disease,autosomal_recessive_defect
myotonic_muscular_dystrophy,myotonic_dystrophy
myotonic_muscular_dystrophy,myotonia_atrophica
myotonic_muscular_dystrophy,Steinert's_disease
oxycephaly,acrocephaly
aplastic_anemia,aplastic_anaemia
Fanconi's_anemia,Fanconi's_anaemia
Fanconi's_anemia,congenital_pancytopenia
hemolytic_anemia,haemolytic_anaemia
hyperchromic_anemia,hyperchromic_anaemia
hypochromic_anemia,hypochromic_anaemia
hypoplastic_anemia,hypoplastic_anaemia
iron_deficiency_anemia,iron_deficiency_anaemia
ischemia,ischaemia
ischemic_stroke,ischaemic_stroke
transient_ischemic_attack,TIA
chlorosis,greensickness
macrocytic_anemia,macrocytic_anaemia
microcytic_anemia,microcytic_anaemia
parasitemia,parasitaemia
pernicious_anemia,pernicious_anaemia
pernicious_anemia,malignant_anemia
pernicious_anemia,malignant_anaemia
megaloblastic_anemia,megaloblastic_anaemia
metaplastic_anemia,metaplastic_anaemia
refractory_anemia,refractory_anaemia
sideroblastic_anemia,sideroblastic_anaemia
sideroblastic_anemia,siderochrestic_anemia
sideroblastic_anemia,siderochrestic_anaemia
sickle-cell_anemia,sickle-cell_anaemia
sickle-cell_anemia,sickle-cell_disease
sickle-cell_anemia,crescent-cell_anemia
sickle-cell_anemia,crescent-cell_anaemia
sickle-cell_anemia,drepanocytic_anemia
sickle-cell_anemia,drepanocytic_anaemia
Spielmeyer-Vogt_disease,juvenile_amaurotic_idiocy
Tay-Sachs_disease,Tay-Sachs
Tay-Sachs_disease,Sachs_disease
Tay-Sachs_disease,infantile_amaurotic_idiocy
hemophilia,haemophilia
hemophilia,bleeder's_disease
hemophilia_A,haemophilia_A
hemophilia_A,classical_hemophilia
hemophilia_A,classical_haemophilia
hemophilia_B,haemophilia_B
hemophilia_B,Christmas_disease
von_Willebrand's_disease,angiohemophilia
von_Willebrand's_disease,vascular_hemophilia
gastroenteritis,stomach_flu
gastroenteritis,intestinal_flu
cholera_morbus,collywobbles
pelvic_inflammatory_disease,PID
sore_throat,pharyngitis
sore_throat,raw_throat
quinsy,peritonsillar_abscess
croup,spasmodic_laryngitis
amebiasis,amoebiasis
amebiasis,amebiosis
amebiasis,amoebiosis
amebic_dysentery,amoebic_dysentery
fascioliasis,fasciolosis
Guinea_worm_disease,Guinea_worm
Guinea_worm_disease,dracunculiasis
felon,whitlow
fungal_infection,mycosis
hemorrhagic_fever,haemorrhagic_fever
hemorrhagic_fever,viral_hemorrhagic_fever
hemorrhagic_fever,viral_haemorrhagic_fever
hemorrhagic_fever,VHF
leishmaniasis,leishmaniosis
leishmaniasis,kala_azar
nonsocial_infection,cross_infection
respiratory_tract_infection,respiratory_infection
severe_acute_respiratory_syndrome,SARS
scabies,itch
schistosomiasis,bilharzia
schistosomiasis,bilharziasis
visceral_leishmaniasis,kala-azar
visceral_leishmaniasis,Assam_fever
visceral_leishmaniasis,dumdum_fever
cutaneous_leishmaniasis,Old_World_leishmaniasis
cutaneous_leishmaniasis,oriental_sore
cutaneous_leishmaniasis,tropical_sore
cutaneous_leishmaniasis,Delhi_boil
cutaneous_leishmaniasis,Aleppo_boil
mucocutaneous_leishmaniasis,New_World_leishmaniasis
mucocutaneous_leishmaniasis,American_leishmaniasis
mucocutaneous_leishmaniasis,leishmaniasis_americana
mucocutaneous_leishmaniasis,nasopharyngeal_leishmaniasis
candidiasis,moniliasis
candidiasis,monilia_disease
dermatomycosis,dermatophytosis
focus,focal_point
focus,nidus
boil,furuncle
chilblain,chilblains
chilblain,pernio
fester,suppurating_sore
shigellosis,bacillary_dysentery
streptococcal_sore_throat,strep_throat
streptococcal_sore_throat,streptococcus_tonsilitis
streptococcal_sore_throat,septic_sore_throat
streptococcal_sore_throat,throat_infection
sty,stye
sty,hordeolum
sty,eye_infection
tetanus,lockjaw
viral_infection,virus_infection
rheumatoid_arthritis,atrophic_arthritis
rheumatoid_arthritis,rheumatism
autoimmune_disease,autoimmune_disorder
Still's_disease,juvenile_rheumatoid_arthritis
osteoarthritis,degenerative_arthritis
osteoarthritis,degenerative_joint_disease
gout,gouty_arthritis
gout,urarthritis
blood_disease,blood_disorder
blood_poisoning,septicemia
blood_poisoning,septicaemia
sapremia,sapraemia
puerperal_fever,childbed_fever
pyemia,pyaemia
toxemia,toxaemia
toxemia_of_pregnancy,toxaemia_of_pregnancy
toxemia_of_pregnancy,toxemia
toxemia_of_pregnancy,toxaemia
preeclampsia,pre-eclampsia
hemoglobinemia,haemoglobinemia
hemoglobinopathy,haemoglobinopathy
hemoptysis,haemoptysis
Hand-Schuller-Christian_disease,Schuller-Christian_disease
hydatid_mole,hydatidiform_mole
hydatid_mole,molar_pregnancy
lipemia,lipaemia
lipemia,lipidemia
lipemia,lipidaemia
lipemia,lipoidemia
lipemia,lipoidaemia
lipemia,hyperlipemia
lipemia,hyperlipaemia
lipemia,hyperlipidemia
lipemia,hyperlipidaemia
lipemia,hyperlipoidemia
lipemia,hyperlipoidaemia
lysogeny,lysogenicity
hypervolemia,hypervolaemia
hypovolemia,hypovolaemia
anemia,anaemia
thalassemia,thalassaemia
thalassemia,Mediterranean_anemia
thalassemia,Mediterranean_anaemia
Cooley's_anemia,Cooley's_anaemia
Cooley's_anemia,thalassemia_major
Cooley's_anemia,thalassaemia_major
leukocytosis,leucocytosis
leukopenia,leucopenia
lymphocytopenia,lymphopenia
purpura,peliosis
thrombocytopenia,thrombopenia
fibrocystic_breast_disease,fibrocystic_disease_of_the_breast
fibrocystic_breast_disease,cystic_breast_disease
fibrocystic_breast_disease,cystic_mastitis
avitaminosis,hypovitaminosis
goiter,goitre
goiter,struma
goiter,thyromegaly
pellagra,Alpine_scurvy
pellagra,mal_de_la_rosa
pellagra,mal_rosso
pellagra,maidism
pellagra,mayidism
pellagra,Saint_Ignatius'_itch
rickets,rachitis
scurvy,scorbutus
hemorrhagic_cyst,blood_cyst
hemorrhagic_cyst,hematocyst
nabothian_cyst,nabothian_follicle
chalazion,Meibomian_cyst
sebaceous_cyst,pilar_cyst
sebaceous_cyst,wen
sebaceous_cyst,steatocystoma
motion_sickness,kinetosis
airsickness,air_sickness
seasickness,mal_de_mer
seasickness,naupathia
heatstroke,heat_hyperpyrexia
heat_exhaustion,heat_prostration
sunstroke,insolation
sunstroke,thermic_fever
sunstroke,siriasis
endometriosis,adenomyosis
hemochromatosis,iron-storage_disease
hemochromatosis,iron_overload
hemochromatosis,bronzed_diabetes
classic_hemochromatosis,idiopathic_hemochromatosis
infarct,infarction
mastopathy,mazopathy
Charcot-Marie-Tooth_disease,hereditary_motor_and_sensory_neuropathy
osteopetrosis,Albers-Schonberg_disease
osteopetrosis,marble_bones_disease
demineralization,demineralisation
pyorrhea,pyorrhoea
uremia,uraemia
uremia,azotemia
uremia,azotaemia
ulcer,ulceration
bedsore,pressure_sore
bedsore,decubitus_ulcer
peptic_ulcer,peptic_ulceration
canker,canker_sore
deformity,malformation
deformity,misshapenness
clawfoot,pes_cavus
cleft_lip,harelip
cleft_lip,cheiloschisis
clubfoot,talipes
pigeon_breast,chicken_breast
apple_blight,apple_canker
chestnut_blight,chestnut_canker
chestnut_blight,chestnut-bark_disease
fire_blight,pear_blight
halo_blight,halo_spot
halo_blight,bean_blight
needle_blight,needle_cast
needle_blight,leaf_cast
potato_blight,potato_mold
potato_blight,potato_disease
potato_blight,potato_mildew
potato_blight,potato_murrain
tomato_blight,tomato_yellows
sandfly_fever,pappataci_fever
sandfly_fever,phlebotomus
skin_disease,disease_of_the_skin
skin_disease,skin_disorder
ankylosing_spondylitis,Marie-Strumpell_disease
ankylosing_spondylitis,rheumatoid_spondylitis
discoid_lupus_erythematosus,DLE
lupus_erythematosus,LE
systemic_lupus_erythematosus,SLE
systemic_lupus_erythematosus,disseminated_lupus_erythematosus
acanthosis_nigricans,keratosis_nigricans
acne_rosacea,rosacea
atopic_dermatitis,atopic_eczema
diaper_rash,diaper_dermatitis
schistosome_dermatitis,swimmer's_itch
eczema_vaccinatum,Kaposi's_varicelliform_eruption
lichtenoid_eczema,chronic_eczema
lichtenoid_eczema,eczema_hypertrophicum
hickey,love_bite
erythema_nodosum_leprosum,ENL
keratoderma,keratodermia
keratosis_blennorrhagica,keratoderma_blennorrhagica
keratosis_follicularis,Darier's_disease
lichen_planus,lichen_ruber_planus
melanosis,melanism
necrobiosis_lipoidica,necrobiosis_lipoidica_diabeticorum
seborrheic_dermatitis,seborrheic_eczema
xanthomatosis,xanthoma_multiplex
xanthomatosis,cholesterosis_cutis
xanthomatosis,lipid_granulomatosis
xanthomatosis,lipoid_granulomatosis
polyp,polypus
tumor,tumour
tumor,neoplasm
acanthoma,skin_tumor
benign_tumor,benign_tumour
benign_tumor,nonmalignant_tumor
benign_tumor,nonmalignant_tumour
benign_tumor,nonmalignant_neoplasm
blastoma,blastocytoma
blastoma,embryonal_carcinosarcoma
brain_tumor,brain_tumour
glioblastoma,spongioblastoma
malignancy,malignance
granulation,granulation_tissue
fibroid_tumor,fibroid
lipoma,adipose_tumor
malignant_tumor,malignant_neoplasm
malignant_tumor,metastatic_tumor
cancer,malignant_neoplastic_disease
Ewing's_sarcoma,Ewing's_tumor
Ewing's_sarcoma,Ewing's_tumour
Ewing's_sarcoma,endothelial_myeloma
neurosarcoma,malignant_neuroma
osteosarcoma,osteogenic_sarcoma
cancroid,squamous_cell_carcinoma
leukemia,leukaemia
leukemia,leucaemia
leukemia,cancer_of_the_blood
acute_lymphocytic_leukemia,acute_lymphoblastic_leukemia
acute_myelocytic_leukemia,acute_myeloid_leukemia
chronic_myelocytic_leukemia,myeloid_leukemia
monocytic_leukemia,monocytic_leukaemia
monocytic_leukemia,monoblastic_leukemia
monocytic_leukemia,monoblastic_leukaemia
monocytic_leukemia,histiocytic_leukemia
monocytic_leukemia,histiocytic_leukaemia
myelocytic_leukemia,granulocytic_leukemia
rhabdomyosarcoma,rhabdosarcoma
embryonal_rhabdomyosarcoma,embryonal_rhabdosarcoma
alveolar_rhabdomyosarcoma,alveolar_rhabdosarcoma
pleomorphic_rhabdomyosarcoma,pleomorphic_rhabdosarcoma
Wilms'_tumor,Wilms_tumour
Wilms'_tumor,adenomyosarcoma
Wilms'_tumor,nephroblastoma
Wilms'_tumor,embryoma_of_the_kidney
adenocarcinoma,glandular_cancer
adenocarcinoma,glandular_carcinoma
carcinoma_in_situ,preinvasive_cancer
endometrial_carcinoma,endometrial_cancer
hemangioma,haemangioma
strawberry_hemangioma,strawberry_haemangioma
spider_angioma,spider_nevus
spider_angioma,vascular_spider
neurofibroma,neurilemoma
papilloma,villoma
papilloma,papillary_tumor
papilloma,papillary_tumour
pheochromocytoma,phaeochromocytoma
psammoma,sand_tumor
hepatoma,malignant_hepatoma
hepatoma,hepatocarcinoma
hepatoma,hepatocellular_carcinoma
oat_cell_carcinoma,small_cell_carcinoma
prostate_cancer,prostatic_adenocarcinoma
seminoma,testicular_cancer
melanoma,malignant_melanoma
cervicofacial_actinomycosis,lumpy_jaw
acute_glaucoma,closed-angle_glaucoma
acute_glaucoma,angle-closure_glaucoma
chronic_glaucoma,open-angle_glaucoma
age-related_macular_degeneration,AMD
leukoma,leucoma
alveolitis,dry_socket
Takayasu's_arteritis,pulseless_disease
ophthalmia,ophthalmitis
farmer's_lung,thresher's_lung
anthrax,splenic_fever
aspergillosis,brooder_pneumonia
bagassosis,bagascosis
brucellosis,contagious_abortion
brucellosis,Bang's_disease
bovine_spongiform_encephalitis,BSE
bovine_spongiform_encephalitis,mad_cow_disease
canine_chorea,chorea
cowpox,vaccinia
hemorrhagic_septicemia,pasteurellosis
fistulous_withers,fistula
equine_distemper,strangles
foot-and-mouth_disease,hoof-and-mouth_disease
black_disease,sheep_rot
black_disease,liver_rot
black_disease,distomatosis
heaves,broken_wind
Lyme_disease,Lyme_arthritis
Marburg_disease,Marburg_hemorrhagic_fever
Marburg_disease,green_monkey_disease
albuminuria,proteinuria
hematocyturia,haematocyturia
ketonemia,ketosis
ketonemia,acetonemia
hypercalcemia,hypercalcaemia
hypocalcemia,hypocalcaemia
hypercalciuria,hypercalcinuria
hypercholesterolemia,hypercholesteremia
kaliuresis,kaluresis
ketonuria,ketoaciduria
ketonuria,acetonuria
rabies,hydrophobia
rabies,lyssa
rabies,madness
rinderpest,cattle_plague
shipping_fever,shipping_pneumonia
swamp_fever,leptospirosis
loco_disease,locoism
moon_blindness,mooneye
psittacosis,parrot_disease
pullorum_disease,bacillary_white_diarrhea
pullorum_disease,bacillary_white_diarrhoea
saddle_sore,gall
staggers,blind_staggers
trembles,milk_sickness
tularemia,tularaemia
tularemia,rabbit_fever
tularemia,deer_fly_fever
tularemia,yatobyo
zoonosis,zoonotic_disease
blister_rust,white-pine_rust
blister_rust,white_pine_blister_rust
brown_rot_gummosis,gummosis
ring_rot,ring_disease
ring_rot,tobacco_wilt
little_potato,rosette
little_potato,russet_scab
little_potato,stem_canker
sclerotium_disease,sclerotium_rot
wilt,wilt_disease
bunt,stinking_smut
green_smut,false_smut
yellow_dwarf_of_potato,potato_yellow_dwarf
trauma,psychic_trauma
injury,hurt
injury,harm
injury,trauma
abrasion,scratch
abrasion,scrape
abrasion,excoriation
cut,gash
cut,slash
cut,slice
bleeding,hemorrhage
bleeding,haemorrhage
hemorrhagic_stroke,haemorrhagic_stroke
bruise,contusion
shiner,black_eye
shiner,mouse
scorch,singe
sunburn,erythema_solare
tan,suntan
tan,sunburn
tan,burn
fracture,break
compound_fracture,open_fracture
fatigue_fracture,stress_fracture
hairline_fracture,capillary_fracture
simple_fracture,closed_fracture
frostbite,cryopathy
penetrating_trauma,penetrating_injury
hernia,herniation
colpocele,vaginocele
hiatus_hernia,hiatal_hernia
hiatus_hernia,diaphragmatic_hernia
herniated_disc,ruptured_intervertebral_disc
herniated_disc,slipped_disc
cystocele,colpocystocele
rectocele,proctocele
umbilical_hernia,omphalocele
sting,bite
sting,insect_bite
whiplash,whiplash_injury
wale,welt
wale,weal
wale,wheal
wound,lesion
wrench,twist
wrench,pull
trench_foot,immersion_foot
amenorrhea,amenorrhoea
amenorrhea,amenia
chloasma,melasma
chloasma,mask_of_pregnancy
acrocyanosis,Raynaud's_sign
prodrome,prodroma
cervical_disc_syndrome,cervical_root_syndrome
fetal_alcohol_syndrome,FAS
Gulf_War_syndrome,Persian_Gulf_illness
regional_enteritis,regional_ileitis
regional_enteritis,Crohn's_disease
irritable_bowel_syndrome,spastic_colon
irritable_bowel_syndrome,mucous_colitis
Klinefelter's_syndrome,Klinefelter_syndrome
Klinefelter's_syndrome,XXY-syndrome
Munchausen's_syndrome,Munchausen_syndrome
nephrotic_syndrome,nephrosis
premenstrual_syndrome,PMS
radiation_sickness,radiation_syndrome
radiation_sickness,radiation
Reiter's_syndrome,Reiter's_disease
restless_legs_syndrome,restless_legs
restless_legs_syndrome,Ekbom_syndrome
sudden_infant_death_syndrome,SIDS
sudden_infant_death_syndrome,infant_death
sudden_infant_death_syndrome,crib_death
sudden_infant_death_syndrome,cot_death
tetany,tetanilla
tetany,intermittent_tetanus
tetany,intermittent_cramp
tetany,apyretic_tetanus
Tourette's_syndrome,Gilles_de_la_Tourette_syndrome
hairy_tongue,furry_tongue
hairy_tongue,black_tongue
purulence,purulency
gangrene,sphacelus
gangrene,slough
dry_gangrene,cold_gangrene
dry_gangrene,mumification_necrosis
dry_gangrene,mummification
gas_gangrene,clostridial_myonecrosis
gas_gangrene,emphysematous_gangrene
gas_gangrene,emphysematous_phlegmon
gas_gangrene,gangrenous_emphysema
gas_gangrene,gas_phlegmon
gas_gangrene,progressive_emphysematous_necrosis
hematuria,haematuria
hemoglobinuria,haemoglobinuria
hemosiderosis,haemosiderosis
sneeze,sneezing
sneeze,sternutation
swelling,puffiness
swelling,lump
edema,oedema
edema,hydrops
edema,dropsy
cerebral_edema,brain_edema
hematocele,haematocele
